"V1","V2"
"86",1089,66.4007341653226
"87",1083,51.0802695558073
"88",1091,65.8822279529478
"89",1084,57.0960996804277
"90",1079,51.3539554200885
"91",1078,51.3539554200885
"92",1096,65.4585775302009
"93",1082,52.1642348622463
"94",1085,71.7511225955844
"95",1092,52.0224261909291
"96",1093,63.8479501242386
"97",1086,66.4007341653226
"98",1100,27.1025001944881
"99",1098,27.9564196729842
"100",1099,17.7166740144769
"101",1101,11.2752525912858
"102",1102,10.7208372380179
"103",1103,15.2508314945165
"104",1105,21.703221537271
"105",1104,20.1321196626827
"106",1106,23.3174374794724
"107",1107,17.9112831265683
"108",1109,19.6223321403999
"109",1110,55.267562100964
"110",1111,41.4142145670551
"111",1108,23.3030052150781
"112",1113,22.814627546745
"113",1112,22.1219776951544
"114",1115,23.4069064369049
"115",1114,5.82914230112202
"116",1116,21.2040001407827
"117",1117,16.81783761807
"118",1118,15.7616224053963
"119",1119,21.7688286118775
"120",1120,14.5965552584893
"121",1121,12.4697459507216
"122",1123,24.9215457721857
"123",1122,15.3811173346051
"124",1124,31.6081265654966
"125",1125,21.7550626430743
"126",1127,7.77166807973157
"127",1126,6.79071180545361
"128",1133,32.8715335832938
"129",1134,29.157112870027
"130",1135,23.2535807043079
"131",1129,26.2570358015315
"132",1130,20.1491577867774
"133",1131,21.4015938640569
"134",1132,20.1491577867774
"135",1128,45.1232438313097
"136",1138,28.0454668549048
"137",1139,28.0454668549048
"138",1137,26.2442876200514
"139",1136,23.2252162871057
"140",1140,23.1424658812072
"141",1142,23.5661163039541
"142",1141,26.005529364449
"143",1145,26.1122001879254
"144",1144,23.9796498566697
"145",1143,20.5646612958735
"146",1146,42.9611780955845
"147",1147,7.78464968969192
"148",1148,32.6188845236018
"149",1150,30.9533218288306
"150",1151,27.510600073138
"151",1149,17.7493044757653
"152",1152,40.6523953055104
"153",1158,54.2630227114728
"154",1153,53.481180960043
"155",1157,14.8296295038139
"156",1156,29.519012929012
"157",1155,28.1105690020285
"158",1154,12.709871534038
"159",1159,6.9298287870906
"160",1164,11.5820416052899
"161",1160,42.9827707180899
"162",1165,0.135878659373724
"163",1163,19.5710264527755
"164",1161,4.45813667620701
"165",1162,19.8565979909066
"166",1166,24.3440919797284
"167",1167,26.8401319960999
"168",1170,14.1275318467728
"169",1169,18.225126880751
"170",1171,15.710981818112
"171",1168,18.8790293018562
"172",1174,32.4383394555179
"173",1172,32.4383394555179
"174",1173,14.0298955285345
"175",1176,29.7476722560393
"176",1175,26.5669578632171
"177",1177,10.7462996349294
"178",1178,21.9239457051807
"179",1182,30.5259084405019
"180",1179,31.60160677597
"181",1183,18.2998001623952
"182",1181,27.3463831038642
"183",1180,23.3639888093621
"184",1184,20.8687192395893
"185",1185,18.958271422652
"186",1186,47.8755749330035
"187",1187,36.816619950948
"188",1188,34.5618531411858
"189",1191,22.9848721280924
"190",1189,23.7055618194461
"191",1190,20.7057739512895
"192",1192,10.9636556015918
"193",1197,12.9748318837775
"194",1196,21.2024034641048
"195",1201,21.9842452155345
"196",1195,31.5948726214968
"197",1194,20.892124021947
"198",1193,23.4162168708608
"199",1198,18.7086927482626
"200",1200,35.190333031206
"201",1199,33.5797056252437
"202",1205,24.2876359504622
"203",1206,20.6255325218002
"204",1204,36.0694777018919
"205",1203,34.4588502959296
"206",1202,18.9724543694725
"207",1207,18.4539481570977
"208",1208,18.2510075371006
"209",1209,24.4656216861178
"210",1210,15.1980036570494
"211",1211,26.1517135349071
"212",1212,22.7221154686276
"213",1213,27.1932419344809
"214",1214,23.6683774375287
"215",1215,15.6856486926191
"216",1221,15.8425850682901
"217",1222,20.9198627225476
"218",1223,16.9808261387922
"219",1219,18.6087297891807
"220",1216,17.6781624258203
"221",1220,20.475766814998
"222",1218,18.1966686381951
"223",1217,18.5069480803529
"224",1235,46.784304618515
"225",1237,52.8700675275251
"226",1226,47.4134382368521
"227",1236,52.8700675275251
"228",1238,49.0240656428144
"229",1241,51.8194767592166
"230",1229,54.9992011458622
"231",1239,53.3885737398999
"232",1234,52.8700675275251
"233",1243,56.6098285518245
"234",1225,54.9992011458622
"235",1224,54.0570445107405
"236",1230,53.3885737398999
"237",1242,49.0240656428144
"238",1228,53.6988531820577
"239",1231,54.9992011458622
"240",1233,52.2604263336374
"241",1232,54.0570445107405
"242",1240,51.151005988376
"243",1227,52.8700675275251
"244",1244,14.8769932271088
"245",1246,16.0639702103242
"246",1245,14.8769932271088
"247",1247,14.4533428043619
"248",1248,11.3694966094865
"249",1251,13.618075092534
"250",1250,27.2074179625284
"251",1249,20.5563324194709
"252",1252,18.3380968630907
"253",1253,12.9228263229596
"254",1254,29.5293686128032
"255",1255,21.87176743536
"256",1260,38.8911285693401
"257",1256,23.0917148358642
"258",1259,30.2291200101375
"259",1257,28.6197915649584
"260",1261,31.7886762576112
"261",1258,29.560649239297
"262",1262,15.2439312537912
"263",1284,53.3992378570993
"264",1283,55.0098652630616
"265",1266,55.0098652630616
"266",1270,51.2701042387621
"267",1267,49.673928272562
"268",1274,40.9197861068693
"269",1280,50.3279476036404
"270",1268,52.4570812219775
"271",1294,41.756304361454
"272",1275,47.8273824830695
"273",1281,50.8464538160152
"274",1277,55.0098652630616
"275",1295,49.6594768327998
"276",1293,34.8339528994903
"277",1278,47.8273824830695
"278",1276,34.8339528994903
"279",1286,49.4380098890318
"280",1291,41.0878335906135
"281",1292,51.2701042387621
"282",1282,51.2701042387621
"283",1296,33.223325493528
"284",1269,50.8464538160152
"285",1285,51.2701042387621
"286",1263,53.3992378570993
"287",1288,49.6594768327998
"288",1265,50.4882624873324
"289",1279,49.6594768327998
"290",1264,48.0488494268375
"291",1271,42.6984609965758
"292",1272,54.0677086279398
"293",1287,53.3992378570993
"294",1290,53.3992378570993
"295",1273,51.2701042387621
"296",1289,51.2701042387621
"297",1297,32.2811688584062
"298",1298,39.6426261865852
"299",1299,23.2915992036589
"300",1300,16.3692477416952
"301",1301,9.53736552380824
"302",1302,25.8259859860337
"303",1308,24.6046222204435
"304",1306,25.7915992036589
"305",1310,9.74827059315768
"306",1307,26.6203848581915
"307",1304,27.4022266096212
"308",1305,26.4600699744995
"309",1309,25.7915992036589
"310",1303,36.9274862619016
"311",1311,28.9759587958656
"312",1316,31.9811692682483
"313",1315,30.149074918518
"314",1317,30.8890480746608
"315",1312,17.5149756788373
"316",1313,22.6850081382221
"317",1314,21.0743807322598
"318",1318,26.3130104638905
"319",1320,35.4545337418241
"320",1321,31.9595930656183
"321",1319,32.5435583720572
"322",1322,12.8850837724132
"323",1323,27.2983680837432
"324",1324,60.0231355907601
"325",1325,23.5089110368473
"326",1326,14.2428515031003
"327",1330,30.2386659727636
"328",1327,37.1707063379114
"329",1329,37.9525480893411
"330",1328,45.5288976665942
"331",1334,41.639172083829
"332",1333,15.888120456734
"333",1332,22.7536072485444
"334",1335,21.8283051272247
"335",1339,28.8054408692629
"336",1338,28.5511630150951
"337",1337,27.381246353271
"338",1336,9.8462022610517
"339",1331,48.6855626661795
"340",1340,37.9713646006461
"341",1341,32.8188450762899
"342",1342,25.7519680454587
"343",1343,31.2879662644136
"344",1344,35.9845687112295
"345",1346,26.5984387553739
"346",1345,28.1491116476669
"347",1348,10.4942216952273
"348",1347,25.9886386527465
"349",1349,38.3761838538837
"350",1350,31.726903229251
"351",1351,25.3779776184543
"352",1354,22.7996734597573
"353",1352,24.5825855243287
"354",1353,23.8705740111435
"355",1355,23.0887322597138
"356",1356,25.2066699279137
"357",1359,39.4953464340784
"358",1362,44.8287753461058
"359",1361,26.7477135109383
"360",1357,28.2197939668065
"361",1358,20.8980292003266
"362",1360,41.9897721367308
"363",1366,22.2378299854221
"364",1364,25.1682501897599
"365",1365,24.4658570037363
"366",1363,24.7906140265062
"367",1372,28.7773122841228
"368",1371,28.2353622653317
"369",1369,42.2127870650417
"370",1368,44.0968809936281
"371",1379,41.007294890865
"372",1367,43.2497994897913
"373",1370,16.2784717454966
"374",1376,52.3827408668815
"375",1373,22.458534461399
"376",1374,31.024846810578
"377",1377,26.6166208320194
"378",1378,26.9491362732534
"379",1375,47.1883062408064
"380",1381,10.2058362946488
"381",1380,29.0988001976647
"382",1382,24.9419159129979
"383",1383,12.1612189380861
"384",1384,13.5122509016734
"385",1385,21.1953724858879
"386",1386,58.4125081847978
"387",1387,26.4600699744995
"388",1388,18.2156017772791
"389",1389,41.6555099539105
"390",1391,34.7250591292356
"391",1392,28.0703258603578
"392",1393,34.480238781142
"393",1390,36.6093723994791
"394",1395,34.480238781142
"395",1394,36.6093723994791
"396",1402,43.8390666410431
"397",1409,49.4088184098409
"398",1406,44.2020651367986
"399",1400,44.1972579697259
"400",1396,41.3996535805482
"401",1401,45.8078853756882
"402",1405,43.0102809865105
"403",1399,43.0102809865105
"404",1398,45.8078853756882
"405",1397,42.0681243513887
"406",1408,46.7500420108099
"407",1407,44.011267198585
"408",1410,43.8390666410431
"409",1404,36.7952154806222
"410",1403,30.485405006947
"411",1411,65.9448594331876
"412",1414,15.7117191426658
"413",1412,15.193212930291
"414",1413,16.1353695654128
"415",1415,17.9810054210675
"416",1416,14.7597506091429
"417",1417,21.5664999711671
"418",1429,17.5532953873623
"419",1427,20.7745501992869
"420",1432,18.293629639642
"421",1437,20.2560439869121
"422",1436,20.7745501992869
"423",1428,20.7745501992869
"424",1422,28.2639340755938
"425",1431,20.2560439869121
"426",1421,27.0308328397227
"427",1426,19.4742022354824
"428",1425,19.8323935641652
"429",1433,12.9100421022014
"430",1434,14.6155252977916
"431",1419,15.0391757205385
"432",1435,21.3902369290434
"433",1430,23.0530832555189
"434",1424,24.4615271825023
"435",1423,28.1519351594721
"436",1418,13.1548624502951
"437",1420,28.1272335622232
"438",1438,24.1054111221217
"439",1439,17.3478350026086
"440",1440,44.3906610900927
"441",1444,27.6935604830084
"442",1441,39.5429669463578
"443",1442,41.3731055671005
"444",1443,30.7304557027264
"445",1447,21.5216386630208
"446",1445,28.7468013429737
"447",1449,20.6861031296058
"448",1446,25.5947277336233
"449",1450,23.3537330127511
"450",1448,23.3537330127511
"451",1451,56.9368112312114
"452",1452,21.1466937361243
"453",1455,45.9585229090917
"454",1454,29.4262467473894
"455",1472,4.09122110480823
"456",1468,18.879190647664
"457",1456,22.6189516719635
"458",1469,22.1004454595887
"459",1457,22.6189516719635
"460",1465,7.48645758026816
"461",1466,5.26150688316108
"462",1467,5.3709609084308
"463",1471,22.1004454595887
"464",1470,22.3452658076823
"465",1461,45.8014434419113
"466",1460,50.5710957493689
"467",1453,41.3369110778314
"468",1464,52.1817231553312
"469",1459,51.7580727325843
"470",1458,53.7923505612935
"471",1462,51.3998814039015
"472",1463,51.4672381249974
"473",1474,31.0327865410227
"474",1473,16.0829364305022
"475",1477,33.2863591029652
"476",1479,26.6259567778348
"477",1476,14.5980785095605
"478",1478,30.0383954432853
"479",1475,30.0383954432853
"480",1480,14.3532581614668
"481",1481,30.0995699253572
"482",1483,35.3020554249169
"483",1482,34.5202136734872
"484",1484,37.8813216240736
"485",1485,41.0144269954116
"486",1486,40.4047858015239
"487",1487,17.276890330374
"488",1489,15.3428371840355
"489",1490,45.4221876304588
"490",1491,15.8364247214487
"491",1488,15.3478531474972
"492",1493,55.9662078908285
"493",1492,19.4027347302047
"494",1496,26.0867526299046
"495",1497,33.498682917288
"496",1495,31.2611151657641
"497",1494,22.626277629684
"498",1498,15.9683099052644
"499",1503,32.8780347240048
"500",1502,39.5196630923068
"501",1501,52.321572927328
"502",1500,54.2647157745243
"503",1499,55.6056327563048
"504",1504,34.258572144206
"505",1505,16.9195555006259
"506",1506,22.6800801175924
"507",1507,62.5491445076553
"508",1509,31.3043396960788
"509",1508,41.3857533181576
"510",1510,44.1095850295502
"511",1512,32.4362220116038
"512",1511,19.3290946577643
"513",1513,29.8646352969072
"514",1514,50.1665914725396
"515",1516,52.803858250836
"516",1515,52.803858250836
"517",1517,52.4456669221532
"518",1518,89.4682121717185
"519",1521,48.9135090364058
"520",1522,17.2189900045479
"521",1523,18.5522980127735
"522",1527,42.3893392622736
"523",1528,22.5865326294079
"524",1525,44.513820938774
"525",1526,44.6637854972398
"526",1519,45.6059421323615
"527",1524,46.1244483447363
"528",1520,51.3175802621393
"529",1529,13.9087660024261
"530",1530,11.3802048302882
"531",1531,34.258572144206
"532",1532,29.3713003285044
"533",1533,37.3420379365616
"534",1535,33.9706564452943
"535",1534,16.8133311678938
"536",1545,32.4454792249292
"537",1540,28.3545100035836
"538",1541,52.9493352940624
"539",1544,56.3788168762041
"540",1542,56.8258207032766
"541",1537,52.6390558519046
"542",1539,61.210699094091
"543",1538,57.9894442821664
"544",1536,61.210699094091
"545",1543,64.0083034832687
"546",1546,29.9726864757303
"547",1547,39.1514629195737
"548",1551,35.9772006053737
"549",1548,26.1237854160197
"550",1549,29.8932054305566
"551",1550,27.095601041379
"552",1552,25.047023447191
"553",1553,33.7082481222679
"554",1554,24.2606383647271
"555",1555,32.9802015406056
"556",1557,19.7331188038546
"557",1556,33.271034519183
"558",1560,28.4641047222844
"559",1561,21.2346934405602
"560",1558,35.3223211998849
"561",1559,33.3535024652398
"562",1562,25.0065292323633
"563",1567,60.9881324544358
"564",1566,60.7144465901547
"565",1564,60.469626242061
"566",1565,61.6566032252764
"567",1563,59.2366349993524
"568",1570,13.3719624421519
"569",1569,22.5635790785745
"570",1568,33.6493419875846
"571",1571,35.7587060652128
"572",1572,63.9128537484447
"573",1573,65.7971670186882
"574",1574,33.6644401602554
"575",1575,32.0538127542931
"576",1576,9.24780526507622
"577",1577,8.03442295030895
"578",1582,35.6786933882432
"579",1580,24.5939990014954
"580",1581,36.196665016231
"581",1578,32.6839154396961
"582",1579,32.9563023431941
"583",1583,24.9264364188548
"584",1587,28.3801238355066
"585",1588,72.2812707880211
"586",1584,70.7621994550754
"587",1586,65.743905374544
"588",1585,73.1386507262073
"589",1589,18.8474361598113
"590",1590,38.1584019760994
"591",1592,62.4539622532687
"592",1591,55.9539622532687
"593",1593,24.8646378898354
"594",1594,25.9802700176066
"595",1595,24.015280290847
"596",1596,33.6129253461856
"597",1597,46.7890305917715
"598",1598,19.4152896707654
"599",1600,21.3366993451005
"600",1599,19.7260719391382
